"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"89395532","英屬維京群島商鮑比達音樂工作室股份有限公司","鮑O達","臺北市敦化北路二二二巷十九之一號一樓","1000000"," ","1000000","撤回登記","20260901033614"
"89396027","許氏宏福有限公司","趙O英","金門縣金城鎮南門里民族路169號","3000000"," "," ","核准設立","20260901033614"
"89397503","臺鹽實業股份有限公司","丁O哲","臺南市南區健康路一段297號","8000000000","2000000000"," ","核准設立","20260901033614"
"89398566","得利影視股份有限公司","吳O弘","臺北市中山區民權西路53號10樓","1200000000","382737010"," ","核准設立","20260901033614"
"89399761","三和育樂股份有限公司","","臺中市北區大雅路１１３號３樓","97000000","97000000"," ","解散","20260901033614"
"89400818","昇恒昌股份有限公司","江O樺","臺北市內湖區石潭里金莊路129號","7600000000","7600000000"," ","核准設立","20260901033614"
"89401366","高坑有限公司","黃O華","金門縣金沙鎮高坑3之1號","3000000"," "," ","核准設立","20260901033614"
"89402816","名記食品企業有限公司","李O","金門縣金寧鄉伯玉路1段228號","3000000"," "," ","核准設立","20260901033614"
"89406257","台灣中島水產股份有限公司","川O啓","臺北市中山區雙城街6號8樓","18000000","18000000"," ","核准設立","20260901033614"
"89407262","駿富營造有限公司","陳O禮","連江縣北竿鄉塘岐村145號1樓","160000000"," "," ","核准設立","20260901033614"
"89411961","佑神股份有限公司","黃O宇","高雄市前金區成功一路266號8樓","850000000","300000000"," ","核准設立","20260901033614"
"89414658","貝爾達貿易有限公司","楊O宏","高雄市苓雅區永樂街137號10樓之2","5000000"," "," ","核准設立","20260901033614"
"89417310","津毅實業有限公司","鄭O濬","臺南市永康區東橋里東橋五路85號","2000000"," "," ","核准設立","20260901033614"
"89420315","小王子管理顧問有限公司","","高雄市鹽埕區五福四路63號4樓","20000000"," "," ","解散","20260901033614"
"89421356","大陽國際實業有限公司","黃O煌","高雄市左營區富民路19號1樓","10000000"," "," ","核准設立","20260901033614"
"89422637","王殷企業有限公司","","高雄市前鎮區正安街5號","5000000"," "," ","解散","20260901033614"
"89426107","鵬雲企業有限公司","","高雄市鳳山區鎮東路2巷35之23號1樓","1000000"," "," ","解散","20260901033614"
"89426373","明鴻日華貿易有限公司","","高雄市前金區光明街52號1樓","5000000"," "," ","解散","20260901033614"
"89427605","一禾有限公司","張O豪","高雄市新興區六合路146號","5000000"," "," ","核准設立","20260901033614"
"89430833","小巨人企業有限公司","","高雄市三民區民族一路80號50樓","1000000"," "," ","解散","20260901033614"
"89431713","得利開發事業股份有限公司","許O財","高雄市仁武區澄新九街62號1樓","10000000","10000000"," ","核准設立","20260901033614"
"89433727","上豪國際實業有限公司","","高雄市前鎮區一心一路203巷26號","12000000"," "," ","解散","20260901033614"
"89434676","夏都國際開發股份有限公司","陳O同","屏東縣恆春鎮網紗里環城北路218巷15號","2100000000","1431696960"," ","核准設立","20260901033614"
"89434991","堃鴻企業有限公司","","高雄市三民區吉林街337號1樓","1000000"," "," ","解散","20260901033614"
"89440662","台灣藤友股份有限公司","林O鋒","臺北市信義區信義路5段5號2樓","5000000","5000000"," ","核准設立","20260901033614"
"89441281","雅蕊有限公司","斗O","新北市新店區新烏路3段150號","6000000"," "," ","核准設立","20260901033614"
"89443555","鎮海海事工程有限公司","韋O群","臺北市中正區忠孝西路1段66號28樓","40000000"," "," ","核准設立","20260901033614"
"89447314","韓華國際股份有限公司","李O權","新北市五股區五權三路15號","22500000","22500000"," ","核准設立","20260901033614"
"89448123","炘展有限公司","","臺北市士林區石牌路１段７１巷３弄７號２樓","1500000"," "," ","廢止","20260901033614"
"89450083","廷堅有限公司","張O台","臺北市中山區樂群二路189號8樓","5000000"," "," ","核准設立","20260901033614"
"89452462","紅虹企業有限公司","柯O雄","臺北市中山區吉林路24號3樓之3","5000000"," "," ","核准設立","20260901033614"
"89453650","錢靚管理顧問有限公司","斗O","新北市新店區新烏路3段150號","1000000"," "," ","核准設立","20260901033614"
"89461440","亞洲網科技有限公司","","臺北市松山區敦化北路214號7樓","5000000"," "," ","解散","20260901033614"
"89462551","金璁西餐廳有限公司","","臺北市大安區忠孝東路4段221號8樓","1000000"," "," ","解散","20260901033614"
"89464185","文萱國際事業有限公司","李O文","臺北市松山區寶清街73號4樓","45000000"," "," ","核准設立","20260901033614"
"89466297","長成企業有限公司","","臺北市中山區南京東路３段２８號２樓","1000000"," "," ","解散","20260901033614"
"89467346","阿爾發音樂股份有限公司","林O霖","臺北市信義區忠孝東路5段293號4樓","100000000","50000000"," ","核准設立","20260901033614"
"89468632","萬世紀身心靈顧問有限公司","向O儀","臺北市中正區博愛路25號8樓之13","6000000"," "," ","核准設立","20260901033614"
"89468886","宣好企業有限公司","蔣O莉評","臺北市士林區至誠路2段31號1樓","25000000"," "," ","核准設立","20260901033614"
"89471123","虹文國際開發股份有限公司","","臺北市中山區南京東路2段69之2號","8000000","8000000"," ","廢止","20260901033614"
"89474439","詮達開發股份有限公司","黃O東","臺北市大同區民生西路288號9樓之1","258000000","258000000"," ","核准設立","20260901033614"
"89474450","紅廚股份有限公司","黃O珠","臺北市松山區慶城街22號、22之1號1樓","15000000","15000000"," ","核准設立","20260901033614"
"89476128","湄南小鎮有限公司","郭O生","臺北市南港區忠孝東路6段81巷6號1樓","16500000"," "," ","核准設立","20260901033614"
"89477034","亞旺實業有限公司","","臺北市松山區南京東路5段163號7樓","1800000"," "," ","廢止","20260901033614"
"89477962","微風廣場實業股份有限公司","黃O姸","臺北市松山區復興南路1段39號","930000000","930000000"," ","核准設立","20260901033614"
"89480431","總合生活股份有限公司","盧O芬","新北市汐止區宜興街44號","6000000","6000000"," ","核准設立","20260901033614"
"89480517","沅進工業有限公司","陳O僖","臺北市中山區龍江路377巷17號3樓","5000000"," "," ","核准設立","20260901033614"
"89481488","勤圃股份有限公司","高O芬","臺北市松山區南京東路5段46號12樓","60000000","60000000"," ","核准設立","20260901033614"
"89482141","頡陞有限公司","劉O傑","新北市新店區華潭街26巷3弄25號","12200000"," "," ","核准設立","20260901033614"
"89483140","岳洋股份有限公司","潘O新","新北市土城區三民路2號7樓之6","1200000000","753800000"," ","核准設立","20260901033614"
"89496779","貴族世家企業股份有限公司","林O欽","新北市土城區中興路17號","800000000","800000000"," ","核准設立","20260901033614"
"89500529","更豐盛實業有限公司","","花蓮縣豐濱鄉豐濱村民權路四號","5000000"," "," ","解散","20260901033614"
"89501105","滙銓實業有限公司","楊O忠","新北市鶯歌區文化路475號(1樓)","5000000"," "," ","核准設立","20260901033614"
"89508331","馬林國際事業股份有限公司","林O華","新北市新店區光明街17號","50000000","50000000"," ","核准設立","20260901033614"
"89508753","大中育樂事業股份有限公司","鄒O麟","臺中市東區十甲里旱溪街357號","21000000","21000000"," ","核准設立","20260901033614"
"89512166","一和行林業有限公司","","臺中市東勢區慶東里東關路227號","6600000"," "," ","解散","20260901033614"
"89516254","以薩迦企業有限公司","黃O堂","臺北市北投區自強街61巷5弄4號","15000000"," "," ","核准設立","20260901033614"
"89516450","大黃蜂電子遊戲場業有限公司","鄭O偉","苗栗縣頭份市自強里中華路1018號1樓","1000000"," "," ","核准設立","20260901033614"
"89518295","聯饗餐飲事業股份有限公司","陳O文","桃園市中壢區中央里中央東路50號4、5樓","16000000","16000000"," ","核准設立","20260901033614"
"89518318","福泰國際經營股份有限公司","","桃園市中壢區光明里白馬莊一一八號三樓","1000000","1000000"," ","解散","20260901033614"
"89519837","雅客之家股份有限公司","","屏東縣恆春鎮墾丁路237、239號","3000000","3000000"," ","解散","20260901033614"
"89522072","無名小卒食品有限公司","","臺北市中正區重慶南路2段71號","1000000"," "," ","解散","20260901033614"
"89523987","海星漁人有限公司","彭O生","基隆市中正區祥豐街449巷18號","1000000"," "," ","核准設立","20260901033614"
"89529357","歐洲電子遊戲場業股份有限公司","周O吉","宜蘭縣宜蘭市新興里宜興路1段265號","10000000","10000000"," ","核准設立","20260901033614"
"89532368","丸文調理食品有限公司","梁O欽","臺中市大里區工業十一路156號","20000000"," "," ","核准設立","20260901033614"
"89537048","金輝餐廳有限公司","","新竹市東區文華里經國路一段673、673-1號","24000000"," "," ","解散","20260901033614"
"89538222","力吉禮品企業有限公司","曾O秋菊","彰化縣彰化市水尾一路301巷125號","5000000"," "," ","核准設立","20260901033614"
"89543576","山多利股份有限公司","鄧O平","宜蘭縣礁溪鄉興農路291巷1號","322000000","322000000"," ","核准設立","20260901033614"
"89544907","群瀧企業有限公司","","基隆市暖暖區東碇路三四六號七樓","9000000"," "," ","解散","20260901033614"
"89545624","三合堂國際茶業有限公司","陳O偉","臺南市六甲區甲南里文化街36號","5000000"," "," ","核准設立","20260901033614"
"89546124","虹印實業股份有限公司","","新竹縣竹北市文化街82號4樓","60000000","60000000"," ","廢止","20260901033614"
"89550554","圜寬投資有限公司","蔡O湧","新北市淡水區新民街210號","11000000"," "," ","核准設立","20260901033614"
"89552119","五楠圖書用品股份有限公司","楊O川","臺北市大安區和平東路2段339號4樓","61000000","61000000"," ","核准設立","20260901033614"
"89552384","憶錩營造有限公司","","高雄市左營區明潭路110巷1號1樓","3000000"," "," ","廢止","20260901033614"
"89554593","全民健聯生活事業股份有限公司","","臺中市北區三民路3段５４巷２１號地下層","5000000","5000000"," ","廢止","20260901033614"
"89559611","一茶一坐股份有限公司","","桃園市桃園區中正路八八五號","108540000","108540000"," ","廢止","20260901033614"
"89559675","國昭恆實業股份有限公司","陳O華","臺中市南屯區鎮平里永春東五路165號","10000000","10000000"," ","核准設立","20260901033614"
"89562637","民進企業有限公司","","臺南市仁德區文華路三段189巷27弄2號1樓","3000000"," "," ","廢止","20260901033614"
"89567823","棗之禮實業股份有限公司","史O興","桃園市大溪區和平路21號","20000000","20000000"," ","核准設立","20260901033614"
"89574916","福郡股份有限公司","李O珠","宜蘭縣宜蘭市民族里神農路二段55號","20000000","20000000"," ","核准設立","20260901033614"
"89578933","萬念福開發事業股份有限公司","黃O螢","新北市新莊區民安路188巷5號3樓、4樓","88000000","88000000"," ","核准設立","20260901033614"
"89578976","海邦德國際有限公司","","新北市泰山區明志路2段47號2樓","5000000"," "," ","解散","20260901033614"
"89579200","亦信企業有限公司","蕭O美鳳","高雄市楠梓區清平街2號1樓","2000000"," "," ","核准設立","20260901033614"
"89585907","鴻金寶事業股份有限公司","鄭O芬","新北市新莊區民安路188巷5號1樓之36","530000000","530000000"," ","核准設立","20260901033614"
"89586820","蘿亞企業有限公司","陳O霏","新北市樹林區佳園路3段140號(1樓)","5000000"," "," ","核准設立","20260901033614"
